episode,reward,alloc_lte,alloc_nr,demand_lte,demand_nr
45,-0.34620965,15.539948,44.460052,19.410261,24.592447
46,-0.2218452,7.4061117,22.36196,21.801746,24.512629
47,-0.20194936,19.865742,39.145077,25.865717,24.593493
48,-0.09246134,23.685526,36.314476,25.652185,25.517202
49,-0.1304476,34.216274,16.49871,24.918823,25.337143
50,-0.032106966,16.499172,23.677626,21.870258,25.254824
51,-0.71056294,42.041954,17.958046,19.50899,25.476452
52,-0.093048126,27.05515,32.94485,20.609314,25.39862
53,-0.5277973,2.18894,12.453033,20.853825,25.131662
54,-0.109610625,29.936666,30.063332,20.900736,25.482471
55,-1.1834139,23.230946,36.76906,20.933725,25.345865
56,-0.46370602,40.188786,19.811213,20.747715,25.472927
57,-0.47923866,0.91759264,20.083485,20.942654,25.428776
58,-0.14696042,31.404566,28.59543,20.568615,25.35074
59,-0.1354669,9.792452,27.407831,20.112175,25.202938
60,-0.3799095,2.9133797,20.991665,19.897882,25.496222
61,-0.50665265,0.36993563,30.810055,19.348927,25.12592
62,-0.19493681,30.04612,29.953882,18.931723,24.70151
63,-0.15314549,12.710545,14.448386,19.701181,25.115252
64,-0.4893307,3.2853913,38.665623,19.2739,25.123854
65,-0.7623023,4.2072988,49.498886,19.465652,25.331732
66,-0.17799328,9.186279,31.825525,19.933931,25.348537
67,-0.01686107,18.611458,29.952234,19.635794,25.468063
68,-0.29705757,32.584717,24.106838,18.41079,25.04883
69,-0.20957443,7.929429,19.379938,20.294548,24.811531
70,-0.20164388,19.498684,40.501316,20.76416,24.815186
71,-0.42763415,39.47765,20.522352,20.69484,24.95196
72,-1.2606108,49.27146,2.2955096,21.257174,20.079618
73,-0.7010852,17.000843,42.999157,19.953691,19.771097
74,-0.5785452,1.8840837,30.91934,19.665237,19.53595
75,-0.3498255,24.549683,35.450314,19.740051,19.69266
76,-1.1483096,8.188583,46.19061,20.102667,19.288155
77,-0.47562146,1.8680763,25.713966,19.641249,18.853386
78,-0.17806296,9.63736,24.350641,19.577322,18.537495
79,-0.45358396,25.689253,34.310745,20.267141,17.925182
80,-0.75380903,22.690598,37.3094,19.892504,16.807796
81,-0.99027574,0.14613032,32.63119,20.011694,16.33562
82,-0.428227,30.212786,29.787212,19.347727,17.162565
83,-4.083975,32.698315,27.301691,19.671942,17.597933
84,-0.62104857,40.230183,19.76982,19.041039,18.630335
85,-0.13099107,10.859493,13.697008,19.636345,18.248072
86,-0.42926288,29.42668,2.9800594,21.023481,18.162178
87,-0.15737532,18.189175,28.687952,20.49283,18.512548
88,-0.6087314,0.8298826,28.04067,22.682287,18.233507
89,-1.8730186,5.9828424,49.798656,21.022572,17.79543
90,-1.6885337,12.107288,47.892708,20.867157,17.171448
91,-3.370953,2.4541254,57.545876,20.965763,16.719778
92,-2.8298151,3.0359511,56.147545,20.915255,17.436552
93,-0.31859457,33.881554,26.118446,20.361233,18.099903
94,-0.3568024,35.164356,24.835642,19.934221,18.256304
95,-0.44650534,35.98847,24.011534,18.803276,19.360495
96,-0.41011032,23.75834,36.24166,19.49298,19.289494
97,-12.698982,11.420905,48.579098,19.449137,19.728617
98,-0.15558043,31.50635,28.493649,22.50137,20.519823
99,-0.1295896,39.372265,20.627731,26.100168,20.134268
100,-0.6980766,16.957428,43.042572,26.315517,20.23812
101,-0.62987024,12.717239,38.448654,26.273603,19.255589
102,-0.32033727,6.8412924,25.41508,26.237635,19.447166
103,-1.5242019,32.02054,27.979465,26.192894,18.942139
104,-0.5004412,9.7164345,4.232753,26.235481,19.01937
105,-1.0393836,16.203012,43.79699,26.20339,18.322302
106,-0.10792569,36.340996,23.659004,26.024902,19.044058
107,-0.40984786,9.375061,29.935055,26.3932,18.302618
108,-0.2880814,42.003464,9.870701,26.374405,18.778038
109,-0.17900892,41.981544,18.018452,26.301973,18.994184
110,-16.44371,10.557186,49.442818,26.283722,18.854973
111,-4.516045,25.567596,34.432407,26.300898,18.067963
112,-0.30442047,6.3913927,22.963593,26.239553,19.273037
113,-0.37383693,24.701773,35.29823,26.205954,18.94928
114,-0.3003404,40.095833,7.8922105,26.179543,18.102024
115,-1.2261966,1.08549,43.03955,26.135506,19.227472
116,-0.8087012,53.814262,5.3380985,26.269289,19.041994
117,-0.12781633,38.798595,21.201405,26.297308,18.08725
118,-1.9097521,6.204439,53.79556,26.307104,19.221144
119,-0.5633109,5.7605247,31.204208,26.266603,18.151186
120,-0.14445433,32.477962,27.522036,21.196089,25.604946
121,-0.13831446,21.46856,12.6408825,18.87734,25.678612
122,-0.77776873,34.62787,0.8943969,19.340298,25.36592
123,-0.54253054,34.51834,6.0925484,20.17707,25.544146
124,-0.4832373,38.43311,12.269476,20.94904,25.536703
125,-1.838485,57.468277,2.5317233,21.339098,25.372185
126,-0.13632886,10.1338005,27.701143,20.902225,25.528036
127,-0.19028324,32.776367,27.223629,20.331663,25.278873
128,-0.1279493,29.415789,30.58421,20.084656,25.483944
129,-0.24621448,11.89221,10.504893,19.164705,25.639118
130,-0.2971564,31.393097,28.606901,17.82556,25.485888
131,-1.8582861,50.752033,9.247967,18.014538,25.93909
132,-0.3853634,3.097247,18.44213,18.137152,25.911795
133,-1.9909397,54.48372,5.516282,19.226147,25.864191
134,-0.85039103,0.76671124,48.848206,19.309582,25.950052
135,-0.5114173,12.747599,1.0772145,18.850628,25.728506
136,-0.34679264,35.202847,24.797155,19.218191,25.890625
137,-0.4621226,11.457364,48.542633,19.16636,25.91436
138,-0.27012476,31.776087,27.583881,18.352823,25.71155
139,-0.66436505,35.006557,7.2118897,18.414797,25.662878
140,-0.1419093,22.274529,37.72547,18.335443,25.361513
141,-0.16315088,19.647316,40.35268,18.759493,25.714392
142,-0.410953,5.962987,10.279674,18.932108,25.308874
143,-1.5728415,34.876102,25.123901,22.729877,25.6477
144,-1.989723,1.5013236,54.473568,26.142017,19.750212
145,-0.22298184,9.469351,16.11727,26.097864,20.146011
146,-0.1529623,40.468086,19.531912,26.070887,20.157589
147,-0.48397362,0.77126205,23.286058,25.79453,20.007425
148,-0.4649098,6.4221973,8.025822,25.756638,20.33156
149,-0.8324636,7.724812,41.050457,25.949047,19.712612
150,-0.7902451,17.031183,42.96882,26.063944,19.456427
151,-0.36912978,46.81591,13.184089,25.91694,18.74495
152,-0.8340967,49.436535,1.5343702,25.93035,19.183348
153,-0.9044595,17.092241,42.90776,25.667152,18.6328
154,-0.12511049,37.601604,22.398392,25.716768,18.79963
155,-0.28367418,10.656481,27.471817,25.501486,18.587196
156,-0.10704216,15.80676,23.353361,25.181038,18.319748
157,-0.7222793,44.590237,1.0635138,25.513264,18.022594
158,-0.13690166,38.20819,21.791811,25.58766,18.5505
159,-0.11723259,13.897013,15.356745,25.692932,18.149801
160,-0.590972,50.44232,9.557678,25.517996,18.289495
161,-0.33268067,8.008169,25.770508,24.998335,17.76006
162,-0.36142662,45.27146,11.69953,25.66514,18.665049
163,-0.14222309,34.168674,25.831322,25.427681,18.349113
164,-0.1562325,39.51206,20.487942,25.53017,18.425291
165,-0.19349119,41.35285,18.647144,25.500814,18.216019
166,-0.6095435,50.583214,9.416784,25.440044,18.545357
167,-0.18896139,9.842197,17.313574,25.356312,18.413681
168,-0.6260083,7.907563,3.0319905,25.463037,25.54165
169,-2.2918239,40.531963,19.468042,25.349943,25.645103
170,-0.706948,50.54997,9.450029,25.167877,25.53518
171,-0.57338643,43.11995,5.301876,25.054396,25.458183
172,-1.1505688,36.342575,23.65743,25.00098,25.122217
173,-0.50627863,35.60331,2.1061993,25.082735,24.68464
174,-0.77347136,25.64172,34.358284,24.926022,25.007715
175,-0.04986803,31.60673,28.393267,24.658138,24.850332
176,-0.17706609,16.170378,37.3212,24.615156,25.11108
177,-0.2784517,9.871813,36.720314,24.639797,25.418861
178,-0.6063467,48.160423,11.839577,24.487516,25.050426
179,-0.066207334,33.759537,26.24046,24.792524,25.230995
180,-7.263271,9.914464,50.08554,25.091627,25.332811
181,-0.1965746,33.493946,12.134503,24.988113,25.631264
182,-0.10655195,22.708355,37.291645,24.941534,25.667652
183,-0.014523285,28.34325,22.949163,24.973423,25.616024
184,-0.28248677,6.3227053,27.842812,24.831244,25.382814
185,-4.3963203,44.438454,15.561549,24.66181,25.734507
186,-0.32382017,9.010093,38.664967,24.848919,25.927385
187,-0.06005336,16.23827,25.400799,24.830093,25.901493
188,-0.26365754,40.50951,19.490492,24.050043,25.73893
189,-0.11236608,16.565449,17.082985,24.698135,25.923948
190,-0.44219896,45.33033,14.669667,24.717741,25.950935
191,-0.118900776,35.217823,18.920246,25.025562,25.854277
192,-1.0465794,18.171638,41.82836,24.933767,17.276388
193,-0.76629436,19.302055,40.697945,24.858944,18.352009
194,-0.12956348,34.12512,12.641834,24.928574,19.471552
195,-17.651232,8.311035,51.68897,24.877932,19.409424
196,-0.073847316,34.84602,19.823795,25.17221,19.86463
197,-0.23833093,11.987189,28.746881,25.721209,19.995518
198,-0.1201172,31.208252,28.791748,25.624481,20.007694
199,-0.39217576,3.6330235,24.041101,25.811924,19.793905
200,-0.16582216,30.423595,29.576403,25.963264,19.08568
201,-0.22475484,13.832259,9.980307,25.84787,19.309175
202,-0.41529715,23.887514,36.112484,26.102274,18.932722
203,-1.131089,4.537475,42.65732,22.90484,18.771486
204,-1.8828897,52.69957,4.747703,18.87238,18.520506
205,-0.538834,37.519417,22.480581,18.56385,18.936785
206,-0.19841263,19.293537,6.9270945,18.841002,18.695736
207,-0.04480306,18.319546,13.490512,19.863733,18.975925
208,-0.6448,42.190685,17.80931,19.760479,18.431057
209,-1.3745273,51.870663,4.99835,20.867643,18.936064
210,-0.2297854,33.465645,26.534357,21.749413,18.797892
211,-0.18474074,22.356588,29.884588,19.246151,18.84308
212,-0.40439987,2.286991,21.981573,19.269695,18.642504
213,-0.32380536,34.581123,25.418873,20.011282,18.929827
214,-0.10680539,27.058006,18.983704,18.513906,18.51819
215,-0.71748114,18.253857,41.746143,17.914473,18.994953
216,-0.2807936,31.885246,28.11475,18.295551,25.575788
217,-1.7753297,50.491817,9.508184,18.18864,25.673208
218,-1.0731709,44.907837,7.7690115,19.61576,25.522022
219,-1.0677805,47.632294,8.532539,20.7004,25.507477
220,-0.019035874,16.81957,22.839645,20.259222,25.269432
221,-0.044914123,23.746796,18.521969,21.074915,25.427553
222,-0.5510551,31.332811,2.8074932,20.124023,25.493685
223,-0.37678957,3.389513,30.659939,20.893469,24.979267
224,-0.3181281,36.095192,20.7608,20.290771,25.0727
225,-0.84594977,44.899498,15.100499,20.096973,25.630707
226,-0.17527914,25.477888,12.099752,20.005241,25.47816
227,-0.14794245,29.782373,30.217625,19.777256,25.183445
228,-0.030441506,30.90206,29.09794,25.707058,25.48919
229,-0.11380464,15.516023,18.702866,25.9761,25.133074
230,-0.0021195353,26.281675,23.525188,25.9336,25.125956
231,-0.06839317,16.906643,21.966276,26.056862,24.850489
232,-0.4541927,45.050884,10.608191,25.61106,25.04327
233,-0.16288948,20.907837,39.092163,25.504742,25.358738
234,-0.5530008,45.05101,6.7316046,25.650658,24.999512
235,-0.4578891,26.943825,1.1243463,25.68846,25.388517
236,-0.09973274,36.296227,23.703772,25.234224,25.917334
237,-0.25093314,7.4345436,27.692533,25.165464,25.789948
238,-0.032517567,30.700064,29.299938,25.177053,25.927973
239,-0.06097235,25.505589,34.49441,25.372255,25.567205
240,-0.056480587,31.884874,15.950555,25.198713,20.096302
241,-0.17597002,40.040756,19.959246,25.165724,18.997864
242,-0.33576652,26.27134,3.664323,24.465063,19.929808
243,-0.8307953,6.4766316,45.370934,24.997587,22.080257
244,-1.115712,30.230165,29.769838,25.056137,21.26008
245,-0.15394148,11.024029,20.658772,24.687334,19.87102
246,-0.47760546,46.793396,13.206602,24.312885,19.326101
247,-0.35223585,45.08929,14.91071,24.877447,18.890583
248,-0.4887059,1.5297711,12.113031,23.661388,17.818897
249,-4.123885,44.037853,15.96215,23.674171,17.727268
250,-0.2318776,38.77228,12.67576,24.653366,20.071632
251,-0.19369707,31.292328,28.707674,20.812689,21.017883
252,-0.06630483,18.534721,25.514502,19.809345,18.782396
253,-0.2983068,37.01128,22.988716,21.088406,19.769932
254,-1.2356675,50.93236,9.067635,20.600788,20.191875
255,-0.31910565,9.650438,7.5221624,19.95221,19.268255
256,-0.19107237,28.064228,29.026188,20.718699,19.26848
257,-0.3682928,37.458218,20.931837,20.201454,19.329655
258,-0.38353825,24.834812,35.165188,20.106033,19.073582
259,-0.6994164,38.337723,4.850287,19.94838,18.724583
260,-0.69960666,10.862442,37.656822,19.853243,17.993841
261,-0.36741143,32.430977,27.569023,19.712683,17.622606
262,-0.8832487,39.15211,2.0089478,19.772375,19.632847
263,-0.08287875,31.729206,28.270796,26.68018,20.780039
264,-1.5278857,8.359461,51.64054,24.020733,19.695566
265,-0.8369855,16.55457,43.44543,25.113592,19.325178
266,-0.4562135,5.266324,29.379135,24.264719,18.988953
267,-0.84607744,53.572666,5.899928,25.42248,18.593014
268,-0.18686937,33.51173,26.48827,24.838125,17.637785
269,-0.809601,47.10197,12.898027,20.933334,16.918274
270,-0.888355,22.673534,37.326466,20.461176,16.029985
271,-0.28633294,10.50338,7.1227846,19.800728,17.520424
272,-0.24372685,12.544431,28.349302,20.034935,17.833807
273,-1.0745829,45.923702,6.0574474,19.870071,17.592688
274,-0.7113369,43.656055,16.343945,19.958979,18.448952
275,-0.7917798,44.292683,15.707313,19.675371,18.150827
276,-0.07554432,26.14776,12.451646,22.199339,19.02818
277,-0.18530783,39.357,13.525962,25.663715,19.134909
278,-0.38944897,24.374298,35.625698,24.548002,18.924437
279,-0.20754349,30.354092,29.645908,24.787613,18.484007
280,-0.80124944,19.553564,40.446434,23.814644,17.950747
281,-0.28645638,31.193508,28.806494,24.600418,16.866879
282,-0.19631821,34.91941,8.981566,24.444063,16.54523
283,-0.54518914,11.23115,2.0522904,24.829477,18.499998
284,-2.5013514,27.702925,32.29708,24.47769,19.439856
285,-0.08643163,20.127275,11.166612,23.334415,18.378038
286,-0.55693185,19.648827,37.030983,24.199532,18.165718
287,-0.41094732,24.3923,35.607697,25.160475,18.681213
288,-0.7222829,3.860203,2.8382277,24.25097,20.104536
289,-0.1139058,36.88479,20.540812,24.988535,19.861324
290,-0.19080442,28.429815,31.570187,25.245817,19.673164
291,-1.3241898,32.411694,27.58831,24.974157,19.848228
292,-1.2790414,34.165672,25.834332,25.309526,19.397568
293,-0.18091336,30.479189,29.52081,25.62104,18.792858
294,-0.53014237,4.944711,31.013334,25.63327,18.917082
295,-0.2141459,40.019775,15.834936,24.388548,18.249624
296,-1.1124958,7.142036,41.5406,20.642431,17.747696
297,-0.7412892,44.86129,15.13871,20.260963,16.662285
298,-0.62416077,41.35607,9.344544,20.333113,16.207893
299,-1.0807973,18.815283,41.184715,20.062395,16.681257
300,-4.864985,27.713913,32.28609,20.372412,17.277086
301,-0.38969535,32.162395,27.8376,19.524109,17.395136
302,-0.5035793,38.887493,21.112509,19.550766,18.043318
303,-0.3657267,35.954216,18.009665,19.386518,18.63158
304,-0.479429,35.12268,10.20205,18.864744,19.065666
305,-0.38239953,35.005703,16.787493,18.767752,19.2375
306,-0.08001869,20.588547,11.592647,18.440552,18.779997
307,-0.45178825,24.236546,35.76345,18.952108,18.736565
308,-0.6783881,20.865778,39.134224,19.961205,18.08483
309,-0.36972168,35.711525,24.288475,20.032434,17.909792
310,-1.186421,12.768038,44.136986,20.240992,17.686598
311,-0.42378157,32.31434,27.685661,19.747274,16.625475
312,-3.3994818,36.90905,23.090954,20.735933,25.621693
313,-0.22347817,34.56608,25.433924,20.716576,25.58232
314,-0.045844834,26.479666,29.90312,21.393368,25.181133
315,-0.7590507,43.14906,8.820149,21.10227,25.427874
316,-0.43359852,35.288414,8.969143,21.14509,25.475245
317,-1.4445391,49.408382,0.42218685,20.704817,25.519594
318,-0.17133857,21.68723,10.631175,20.893408,25.565052
319,-0.19846272,33.371296,26.6287,20.500698,25.295761
320,-0.10557095,27.57214,32.427856,20.235826,25.288376
321,-0.03215849,20.634184,18.621538,19.730772,24.810207
322,-0.2216303,9.594974,14.299307,19.688583,24.858805
323,-0.20302653,19.340242,40.65976,19.000177,24.838404
324,-0.29089338,32.1926,27.807402,18.359446,24.85771
325,-0.39054644,33.660122,21.306225,17.988316,25.023361
326,-0.21207546,9.320839,14.61584,18.535181,25.231571
327,-0.010817468,23.497389,28.949022,21.678581,25.828579
328,-0.35458177,7.5590444,14.07789,26.136305,25.671228
329,-0.53694093,10.525652,49.47435,19.819847,25.712822
330,-0.13128363,11.964932,34.3666,19.467218,25.69059
331,-0.1761154,19.569618,40.43038,19.982937,25.377958
332,-0.29436177,15.616146,44.383854,20.338617,25.636036
333,-0.072021775,12.7505045,22.59911,20.043156,25.334612
334,-0.48636675,1.5786785,34.66755,20.531204,25.73148
335,-0.32886258,4.4781,20.942894,21.201052,25.80932
336,-0.13976292,31.837738,28.162264,20.955446,25.619947
337,-0.29270428,5.4399686,20.048603,20.537788,25.44676
338,-0.20575729,25.052563,10.085601,20.420559,25.217287
339,-0.52036166,3.0605345,10.889318,20.512087,24.913515
340,-0.2126689,18.96892,41.031082,19.820625,24.855843
341,-1.1486423,1.3457268,54.697636,19.892937,24.91929
342,-0.41802055,3.1017118,15.924779,19.56663,24.793581
343,-0.36171627,31.940481,10.292297,19.784218,24.988987
344,-0.24664904,20.080843,7.436968,19.702492,24.963745
345,-0.87759984,41.144936,5.457283,19.87862,24.973724
346,-0.08302972,19.04529,14.961239,19.459734,25.22749
347,-0.07687186,26.342503,33.657497,21.496962,25.48196
348,-0.125957,12.446968,17.394588,20.143423,25.787483
349,-0.62138635,36.65191,7.728905,19.633713,25.852665
350,-0.015321469,17.153664,23.828892,20.381487,25.749197
351,-0.15967761,26.983873,12.210609,22.459656,25.86963
352,-0.29027325,15.499009,44.500988,20.974321,25.935677
353,-0.19722904,35.041416,24.958582,21.535023,25.814766
354,-0.0018895749,20.864807,27.579445,20.842,25.982433
355,-0.63971305,42.014133,8.802461,21.913538,26.031189
356,-0.0790812,26.802307,17.266186,21.953571,25.798508
357,-0.073782295,25.810707,34.189293,21.159462,25.998856
358,-0.20281789,33.84391,26.15609,20.676012,26.003428
359,-0.22337933,25.47672,10.051657,20.157763,26.048096
360,-0.570153,36.76746,9.854197,19.631804,25.60671
361,-0.13934675,21.354935,38.645065,18.928942,25.556864
362,-0.17678536,19.748741,40.25126,17.539938,25.45727
363,-1.2023671,44.444675,10.129501,18.288502,25.285215
364,-0.4362526,5.9521112,8.257404,16.810616,25.387308
365,-0.5987395,4.487858,4.538142,16.531086,24.73642
366,-0.4713216,30.63397,10.597018,17.13512,24.500593
367,-0.76493824,35.762268,5.4660025,18.2734,25.249126
368,-0.2986249,4.6865253,28.932209,19.37664,25.159855
369,-1.2417674,44.59357,3.445074,19.241026,25.427822
370,-2.2499802,32.02422,27.975784,19.597301,25.81771
371,-0.9879106,42.191505,5.4149027,19.492836,25.458548
372,-0.5334213,39.909344,20.090656,19.855232,25.629868
373,-0.09040569,17.875372,35.457153,21.006966,25.358572
374,-0.4255076,37.009483,13.5733595,20.652666,25.757423
375,-1.9172316,19.12365,40.876354,21.650541,25.891394
376,-8.771423,45.98759,14.012413,21.125353,25.851484
377,-0.5586529,10.779218,49.22078,20.849276,25.368591
378,-0.27233803,36.34234,23.657663,20.935192,25.043276
379,-0.22491735,8.129611,18.119242,20.74964,25.260492
380,-0.17518291,31.11548,19.724407,20.074768,25.249954
381,-0.5685155,40.023933,19.976063,19.549458,24.98244
382,-0.004225534,17.544884,24.601854,19.30947,24.850292
383,-0.31976807,16.126606,5.2497983,18.379524,25.030025
384,-1.9045132,48.816074,3.8284206,17.517557,17.834366
385,-0.9904511,38.661385,10.460413,16.426733,17.028158
386,-0.34331474,3.4543312,22.51585,15.725858,17.607792
387,-0.40208817,25.016666,34.983334,17.416275,19.615953
388,-0.18266246,26.287174,26.158506,17.727251,19.184221
389,-0.30987594,26.36294,33.63706,18.838398,20.041283
390,-0.16719697,26.753239,11.887507,18.776922,19.563322
391,-0.46193242,20.708746,39.291256,18.834326,20.087423
392,-0.31852135,35.100647,24.899355,19.944809,20.013065
393,-0.43897578,39.541252,20.458746,20.444616,19.04972
394,-0.06333862,28.583113,17.800835,21.272846,19.618795
395,-0.9150945,16.020988,43.97901,20.729082,18.845648
396,-1.059559,6.631651,44.918358,20.766588,19.642555
397,-0.03204835,18.546652,22.58695,21.039331,18.457302
398,-0.014209183,24.455917,20.137144,20.998158,19.435768
399,-0.25837806,31.267817,28.732183,20.719673,19.059132
400,-1.9844291,1.8377048,51.48118,20.486567,18.571413
401,-1.0341543,4.461747,42.354523,23.12916,19.33697
402,-1.1224428,9.234783,42.742577,26.05111,18.172022
403,-0.4451185,4.195914,27.599827,26.088102,19.282711
404,-1.5816678,32.34766,27.652344,26.215328,18.651852
405,-0.45188606,3.1831956,26.150614,26.13766,19.171698
406,-0.367576,37.43402,4.837614,26.120071,18.60291
407,-1.5421542,39.79764,20.202362,26.100018,18.872782
408,-0.19929545,41.07781,18.922192,26.068035,25.534237
409,-2.551614,18.604927,41.395077,26.006124,25.571173
410,-0.53114724,8.59989,5.4288983,25.807055,25.363163
411,-0.0296917,29.108707,30.891294,25.994278,25.48368
412,-0.05170606,33.967567,26.03243,25.715055,25.508688
413,-0.5871295,11.089042,48.910957,25.6264,25.430971
414,-0.37917867,19.57073,4.086438,25.637062,25.236338
415,-0.39520425,26.649931,2.8429914,25.80992,25.48701
416,-0.091182865,14.928926,27.23163,25.821814,25.53589
417,-0.109486654,20.440899,14.772156,25.580858,25.58443
418,-0.7567245,2.9014707,3.7756758,25.540474,25.699226
419,-0.40339488,39.46762,7.1102467,25.763088,25.739145
420,-0.11101336,21.821194,14.307223,25.718412,25.833054
421,-0.23045415,30.111107,8.849984,25.751032,25.835585
422,-0.1491734,11.739529,24.58818,25.75011,25.827972
423,-0.047783628,33.546318,26.45368,25.640833,25.870384
424,-0.115331866,22.501446,37.49855,25.203358,25.54124
425,-0.53248,12.959189,2.3944366,25.485592,25.858438
426,-0.2364204,26.034418,7.95656,25.43254,25.438753
427,-0.21886173,8.820879,27.85623,25.245989,24.867981
428,-0.009402957,21.18505,23.06175,23.788778,25.13873
429,-0.45210186,19.65968,1.8301016,24.920872,25.126457
430,-0.4634103,14.16645,45.83355,25.082293,24.658504
431,-0.048145216,33.084213,26.915783,25.440454,24.97837
432,-0.5704004,10.871597,44.651684,25.488546,23.487629
433,-0.06279577,30.359638,29.640364,25.382706,22.884693
434,-0.043910015,28.385654,17.566025,25.347113,24.096573
435,-0.2371799,12.477272,13.343561,25.320044,24.984636
436,-1.158297,36.88952,23.110485,25.326227,24.231384
437,-0.47000712,9.494898,6.3046165,25.363203,24.310753
438,-0.17638998,21.791107,38.208893,25.305058,24.221292
439,-0.19465658,40.291523,19.708479,25.260246,24.261726
440,-1.1901131,3.4873958,55.59781,25.348309,24.39313
441,-0.045440298,29.464132,30.535866,25.314518,24.370163
442,-0.65208066,11.102172,48.897827,25.29081,24.513935
443,-0.11038771,32.982246,16.03937,25.187857,24.812456
444,-0.4638836,14.726822,3.171351,24.868174,24.896437
445,-0.080508575,25.176115,34.823887,24.926735,24.853884
446,-0.31064194,5.71509,28.909067,25.047302,24.923944
447,-0.03914653,18.19537,26.21187,25.107702,24.963928
448,-0.15973943,21.595667,38.40433,25.420849,24.859957
449,-0.03973221,29.26867,30.73133,25.164268,24.986526
450,-0.3653309,28.007393,3.8007903,25.385254,25.091633
451,-0.43010062,14.197618,45.802383,25.039871,25.16351
452,-0.0821543,24.713097,35.286903,25.99314,25.162739
453,-0.24406978,12.242125,12.856844,25.110296,24.483984
454,-0.21377006,9.666714,29.725727,25.473509,24.645206
455,-0.11728302,33.606304,15.031457,25.71055,24.031328
456,-0.7309327,16.329933,42.070007,25.399136,19.520699
457,-0.19536264,27.757757,32.242245,25.49159,19.91828
458,-0.2420955,31.10874,6.8436203,25.418581,20.060228
459,-0.04093686,29.401619,15.646421,25.344542,20.51099
460,-0.29674202,44.96089,15.039104,26.023335,20.127699
461,-0.1437215,39.78009,20.219906,25.917585,19.501139
462,-0.24319895,27.780016,32.219982,25.992693,19.019789
463,-1.2026513,12.5982,47.401802,26.007782,19.247982
464,-0.4535721,42.06268,4.9958467,25.935284,17.934238
465,-0.1812727,29.290375,30.709627,26.127619,19.31637
466,-0.12947418,37.47075,22.529253,26.058397,17.89279
467,-0.28028023,26.267416,33.732582,26.038734,19.290594
468,-0.6893847,20.566008,39.43399,26.169096,18.302877
469,-0.85588616,16.656006,43.343994,26.150082,19.204556
470,-1.4182991,10.195819,48.62982,26.197535,18.925371
471,-0.058041386,29.321188,24.790585,26.223698,18.786734
472,-1.794587,6.6244802,50.67471,26.21226,18.488306
473,-0.29196426,27.820007,32.17999,26.400024,18.26067
474,-0.5194659,23.555708,36.44429,26.139606,18.091206
475,-0.8760903,5.7033386,37.557426,26.212599,18.1638
476,-1.0768021,3.7216437,39.535603,26.25977,18.049786
477,-0.536026,23.348862,36.651134,26.290388,18.06065
