,episode,reward
0,0,-0.77241667474064
1,1,-0.93549025974899
2,2,-0.93549025974899
3,3,-0.6229925719125067
4,4,-0.93549025974899
5,5,-0.8846291465478249
6,6,-0.93549025974899
7,7,-0.93549025974899
8,8,-0.93549025974899
9,9,-0.93549025974899
10,10,-0.93549025974899
11,11,-0.93549025974899
12,12,-0.93549025974899
13,13,-0.93549025974899
14,14,-0.804607774923932
15,15,-0.93549025974899
16,16,-0.93549025974899
17,17,-0.6323990495981366
18,18,-0.7074602459631087
19,19,-0.93549025974899
20,20,-0.9334033393850021
21,21,-0.8057515441698797
22,22,-0.93549025974899
23,23,-0.93549025974899
24,24,-0.93549025974899
25,25,-0.93549025974899
26,26,-0.93549025974899
27,27,-0.93549025974899
28,28,-0.93549025974899
29,29,-0.93549025974899
30,30,-0.93549025974899
31,31,-0.5965270213460361
32,32,-0.882786469240564
33,33,-0.9188937324275521
34,34,-0.93549025974899
35,35,-0.93549025974899
36,36,-0.93549025974899
37,37,-0.93549025974899
38,38,-0.8722338613461105
39,39,-0.93549025974899
40,40,-0.6250818697627825
41,41,-0.93549025974899
42,42,-0.93549025974899
43,43,-0.93549025974899
44,44,-0.7338183701215435
45,45,-0.93549025974899
46,46,-0.93549025974899
47,47,-0.7882807623886094
48,48,-0.9350743292615835
49,49,-0.8543807988061793
50,50,-0.93549025974899
51,51,-0.93549025974899
52,52,-0.93549025974899
53,53,-0.93549025974899
54,54,-0.93549025974899
55,55,-0.93549025974899
56,56,-0.93549025974899
57,57,-0.93549025974899
58,58,-0.93549025974899
59,59,-0.93549025974899
60,60,-0.93549025974899
61,61,-0.93549025974899
62,62,-0.93549025974899
63,63,-0.93549025974899
64,64,-0.93549025974899
65,65,-0.93549025974899
66,66,-0.93549025974899
67,67,-0.93549025974899
68,68,-0.93549025974899
69,69,-0.93549025974899
70,70,-0.93549025974899
71,71,-0.733671086925904
72,72,-0.93549025974899
73,73,-0.5891816000387409
74,74,-0.7228263820832925
75,75,-0.8308539838865165
76,76,-0.6947808820725232
77,77,-0.6855303409182092
78,78,-0.93549025974899
79,79,-0.7111356432813842
80,80,-0.6299886067512972
81,81,-0.6597564195060048
82,82,-0.5285150710180475
83,83,-0.827110004251427
84,84,-0.526520342666732
85,85,-0.8699375594067877
86,86,-0.93549025974899
87,87,-0.5462002991867401
88,88,-0.46990852168440744
89,89,-0.93549025974899
90,90,-0.467495658275054
91,91,-0.4740598925939743
92,92,-0.599441359367427
93,93,-0.5022066696070215
94,94,-0.49582780161517315
95,95,-0.4674336375531099
96,96,-0.7129831958833055
97,97,-0.37352767086927774
98,98,-0.3063900076019472
99,99,-0.4796932126598432
100,100,-0.46625221661346616
101,101,-0.24356837454460312
102,102,-0.46600670827561974
103,103,-0.655757732959561
104,104,-0.367598372801087
105,105,-0.5611591443869703
106,106,-0.5565620065875301
107,107,-1.1668882909960079
108,108,-0.45711311408404187
109,109,-0.28119083665668443
110,110,-0.3360946242058649
111,111,-0.47639560540630477
112,112,-0.2546429568572678
113,113,-0.3750735493167241
114,114,-0.2259011090377322
115,115,-0.4436527339561014
116,116,-0.4682327878152197
117,117,-0.41797012611799644
118,118,-1.157799497621328
119,119,-0.2839953769894237
120,120,-0.5541221809884878
121,121,-0.7328491010674814
122,122,-1.2120787060380351
123,123,-0.5583715822895035
124,124,-0.5813619790744462
125,125,-0.8876068575149998
126,126,-0.7315574806108432
127,127,-0.9783947923653208
128,128,-0.8892704158948731
129,129,-0.5252751247313387
130,130,-0.4058817881155652
131,131,-1.5689746140217053
132,132,-0.40335544781591537
133,133,-0.7958618070850461
134,134,-0.7611301122928166
135,135,-0.8147190598712093
136,136,-1.2591081512687128
137,137,-0.5108439806234366
138,138,-0.5308024660920379
139,139,-0.617314221634178
140,140,-0.6453002214078529
141,141,-0.5953174732722382
142,142,-0.7101103835653304
143,143,-7.051681511539609
144,144,-0.5555708975984897
145,145,-1.0916084659061553
146,146,-0.4571779338425319
147,147,-0.5493121861673035
148,148,-0.6674034072797436
149,149,-0.6182137361593552
150,150,-0.46960289166087854
151,151,-5.352206594124636
152,152,-0.7874086638480603
153,153,-0.6249941938122081
154,154,-0.8406307450987596
155,155,-0.6326164862737182
156,156,-6.900223884777139
157,157,-0.5265302666709619
158,158,-0.4876065107754468
159,159,-0.7783772329486571
160,160,-0.8352155226420468
161,161,-0.9154824924987156
162,162,-1.1732890331110757
163,163,-0.8066359575017297
164,164,-0.9779693359866882
165,165,-1.2485903588156493
166,166,-7.069108825595383
167,167,-1.1075757515121265
168,168,-0.8400267473845907
169,169,-0.7507717699357848
170,170,-15.163120364379933
171,171,-1.5230196061307186
172,172,-2.111697559577289
173,173,-2.3118395709975204
174,174,-1.9244674713764756
175,175,-1.6098980448987419
176,176,-1.205753410102135
177,177,-2.196762887017586
178,178,-1.2193076684833262
179,179,-1.4821851068971572
180,180,-1.0509395380373587
181,181,-1.6743544226136127
182,182,-1.8074784263505084
183,183,-1.6359538178111421
184,184,-0.8962236656392637
185,185,-1.6395389369470994
186,186,-1.6494232428295508
187,187,-1.2654275531327688
188,188,-2.409010885334384
189,189,-1.3320111081885546
190,190,-1.3216933564391287
191,191,-1.0712046822396477
192,192,-1.056954061975448
193,193,-1.6925522986823172
194,194,-1.1453272768162837
195,195,-1.1063530840213165
196,196,-1.1257605658462584
197,197,-1.1398270526305172
198,198,-1.937703624156848
199,199,-1.983653785304364
200,200,-1.4166486563757648
201,201,-1.3939551589157464
202,202,-1.442727530898269
203,203,-1.799637051710862
204,204,-0.8431884927189106
205,205,-1.281745431947984
206,206,-1.765712886598715
207,207,-1.368504929477341
208,208,-0.9928951126108689
209,209,-1.1337349063262128
210,210,-1.0803339699999928
211,211,-0.7079006276006456
212,212,-0.884079139355082
