episode,reward
138,-1.561549558657731
139,-0.93549025974899
140,-0.93549025974899
141,-0.47271479793742843
142,-0.93549025974899
143,-0.93549025974899
144,-3.0407384587525996
145,-0.93549025974899
146,-0.93549025974899
147,-0.93549025974899
148,-0.93549025974899
149,-0.93549025974899
150,-2.774301326981572
151,-0.7044313370905293
152,-0.6001662947936168
153,-0.48930220585988105
154,-0.93549025974899
155,-0.83305509883313
156,-0.93549025974899
157,-0.93549025974899
158,-0.5940108422192059
159,-0.93549025974899
160,-0.4781445725307282
161,-0.5411253252384776
162,-0.7899314660062124
163,-0.93549025974899
164,-0.5636143017676876
165,-0.93549025974899
166,-0.93549025974899
167,-1.6342525397461998
168,-0.93549025974899
169,-0.32017348857610495
170,-0.93549025974899
171,-0.93549025974899
172,-0.93549025974899
173,-2.211028600880354
174,-0.93549025974899
175,-0.7671340483626512
176,-0.354546184442584
177,-0.6114523295730533
178,-0.93549025974899
179,-0.93549025974899
180,-0.5872127400517559
181,-0.24801312626235017
182,-0.93549025974899
183,-0.1616115771478399
184,-0.93549025974899
185,-0.93549025974899
186,-0.93549025974899
187,-0.5335919816516221
188,-0.7443089960021609
189,-0.7144165872817556
190,-0.6305164120353801
191,-0.93549025974899
192,-0.7096169069843388
193,-0.47263633951221184
194,-1.627204730001047
195,-0.793651279124548
196,-0.9524305150925514
197,-0.004451748350355368
198,-0.93549025974899
199,-0.7166915698275833
200,-0.93549025974899
201,-0.93549025974899
202,-0.93549025974899
203,-0.93549025974899
204,-0.7575413264073383
205,-0.93549025974899
206,-0.5195483669796119
207,-0.5894079696788257
208,-3.3163785702874975
209,-0.1675894186357696
210,-0.93549025974899
211,-0.03785839930932877
212,-0.46576097504371555
213,-0.93549025974899
214,-0.524341419805268
215,-0.5581087674753857
216,-0.9049579530705003
217,-0.9112888994501578
218,-0.9308150527639203
219,-0.5872123287211028
220,-0.93549025974899
221,-0.93549025974899
222,-0.6352088689874407
223,-0.46581852160817555
224,-0.5889741114661167
225,-0.40225454482513534
226,-0.32447275903716966
227,-0.20083346750827394
228,-0.93549025974899
229,-0.4149496270139955
230,-1.5290711561805281
231,-0.93549025974899
232,-0.5693704954965697
233,-0.029353833846513938
234,-0.8557773767680921
235,-0.509942669737486
236,-0.3449070123331244
237,-0.2183664521345503
238,-0.49245707796286675
239,-0.93549025974899
240,-0.6609363248888442
241,-0.4803124566503105
242,-0.93549025974899
243,-0.93549025974899
244,-0.93549025974899
245,-0.6858529876549557
246,-0.12207413878892703
247,-0.93549025974899
248,-0.93549025974899
249,-0.8139941181312498
250,-0.93549025974899
251,-0.45915622623437047
252,-0.93549025974899
253,-1.362819521743127
254,-0.47019101595703683
255,-0.6069351958107791
256,-0.47030971520671505
257,-0.48404900780574467
258,-0.93549025974899
259,-0.7651055931786122
260,-0.93549025974899
261,-1.003242019731454
262,-0.93549025974899
263,-0.5561160541684451
264,-0.93549025974899
265,-0.7334630066024648
266,-0.500216487462967
267,-0.93549025974899
268,-1.825014168879676
269,-0.6006523286024379
270,-0.93549025974899
271,-0.93549025974899
272,-0.4875642169896346
273,-0.93549025974899
274,-1.6794844638751059
275,-0.93549025974899
276,-0.93549025974899
277,-0.8496548145065166
278,-2.6250853671461125
279,-1.2978692278447
280,-0.93549025974899
281,-0.957204071678639
282,-1.035692041067847
283,-0.5700240480901066
284,-1.1958719710506047
285,-1.096921337922696
286,-0.46991639761972753
287,-0.5140663156510183
288,-1.1254144563955553
289,-0.8882722722311929
290,-0.4745697937019733
291,-2.6689646705498546
292,-0.49446216546067057
293,-0.93549025974899
294,-2.6410522414275377
295,-0.7315386267246606
296,-1.9783987354908916
297,-0.93549025974899
298,-0.8105982688266384
299,-2.6358176972486262
300,-0.07036425073483388
301,-0.9036934629832061
302,-0.6709462704929496
303,-0.7444772351107184
304,-0.47876502581504
305,-1.2606633786841588
306,-2.693355393605202
307,-0.5541545902083382
308,-0.5828552972526388
309,-0.09414969011423902
310,-0.93549025974899
311,-0.5357848575495372
312,-0.32874079130366285
313,-2.9060345158014798
314,-0.93549025974899
315,-0.9066360857518863
316,-0.93549025974899
317,-0.4760572710350055
318,-2.0046501676353046
319,-1.3018023794917966
320,-0.4994064060011727
321,-1.1621038405793573
322,-0.43107173937743326
323,-0.47003036448608415
324,-0.93549025974899
325,-1.0816752492341095
326,-0.5103480909166032
327,-0.7425218732139118
328,-0.93549025974899
329,-0.6810000966278285
330,-0.48076770211275743
331,-0.5221198763183321
332,-0.4704589297785134
333,-1.8427136988231112
334,-0.527801936499289
335,-0.06259190472319942
336,-0.93549025974899
337,-0.93549025974899
338,-0.4695252738508079
339,-0.5787497931695289
340,-0.7053488070518271
341,-0.93549025974899
342,-0.5454415787908147
343,-0.22438284266243613
344,-0.93549025974899
345,-1.0263706800999515
346,-0.93549025974899
347,-0.46582760129617384
348,-0.48491470462358643
349,-1.8197181417516006
350,-0.8555299365984368
351,-1.5828631405070226
352,-0.7920892050186854
353,-0.93549025974899
354,-0.93549025974899
355,-0.93549025974899
356,-0.4753126663264111
357,-0.93549025974899
358,-0.4162139211885876
359,-0.4262671326953975
360,-0.93549025974899
361,-0.93549025974899
362,-0.93549025974899
363,-0.42318495234613196
364,-0.5412361218440211
365,-0.5067480432867026
366,-0.4672695578592312
367,-0.93549025974899
368,-1.4003241534684605
369,-0.39980894647033693
370,-0.6239984846080837
371,-0.09195131362086217
372,-0.93549025974899
373,-0.325079052313372
374,-1.41242272757105
375,-0.5329951029807689
376,-0.5442727058107444
377,-2.6151261166357074
378,-0.3234155229174118
379,-0.93549025974899
380,-0.46575497848646363
381,-0.4818901430156767
382,-0.11155413802985795
383,-0.45686638781550937
384,-0.93549025974899
385,-0.664822605132688
386,-0.9736557689488521
387,-0.650655844793393
388,-2.107810277530575
389,-0.4831387420091221
390,-0.4791468791833484
391,-0.7476438939275898
392,-0.5599706921858605
393,-0.93549025974899
394,-0.5463057355649497
395,-0.9618667776631913
396,-0.93549025974899
397,-0.93549025974899
398,-0.928227572855862
399,-0.47506348443684054
400,-0.4961269168435686
401,-0.93549025974899
402,-0.638756379803711
403,-0.4989420963369221
404,-0.6399732808370118
405,-0.6689758608460128
406,-0.5261249955087366
407,-0.93549025974899
408,-0.8351019975252374
409,-0.93549025974899
410,-0.93549025974899
411,-0.369968833857536
412,-0.93549025974899
413,-1.935549896093569
414,-0.7449110360743738
415,-0.93549025974899
416,-0.4210426963977767
417,-0.93549025974899
418,-0.4677074604748994
419,-1.7757728963899808
420,-0.93549025974899
421,-0.23005962035287064
422,-0.93549025974899
423,-0.93549025974899
424,-0.93549025974899
425,-1.0790198952015615
426,-0.5153959475922854
427,-0.7928287467938535
428,-0.4815855538451538
429,-0.7181785741831437
430,-0.93549025974899
431,-0.7205011482011106
432,-0.8842323564687025
433,-0.5508809634683534
434,-0.4984305938663778
435,-0.1699472212932278
436,-0.6004373500618048
437,-0.93549025974899
438,-0.504500801377036
439,-0.93549025974899
440,-0.5803362291712819
441,-1.5954792878552837
442,-1.1761720234014277
443,-1.9310556226959719
444,-0.5332162196003236
445,-0.93549025974899
446,-0.491895941911202
447,-0.6629999610858306
448,-0.93549025974899
449,-0.5700236533554239
450,-0.9297237585962037
451,-0.59132372019651
452,-0.93549025974899
453,-0.7582184839435246
454,-0.4970194768517615
455,-0.5363935121995689
456,-1.8065681686061978
457,-0.7262354185707025
458,-0.09188236082291212
459,-0.93549025974899
460,-0.93549025974899
461,-0.93549025974899
462,-0.46612287525767504
463,-0.9211097897811271
464,-0.5300205679564218
465,-0.5730934694704501
466,-0.93549025974899
467,-0.93549025974899
468,-0.93549025974899
469,-1.3511024818326476
470,-0.93549025974899
471,-0.93549025974899
472,-3.191840482957474
473,-0.5255010475028943
474,-0.6432316463975258
475,-0.599821311940234
476,-0.93549025974899
477,-0.4798178130553038
478,-0.49772590158045205
479,-1.1441095354963693
480,-0.4956737046623215
481,-0.46778683498336815
482,-0.7674532192557173
483,-0.93549025974899
484,-0.41148948460399204
485,-0.5905848727646816
486,-0.4992148696520885
487,-0.5962682139059883
488,-0.5390669051442423
489,-0.6617505233005084
490,-0.93549025974899
491,-0.46612516445727614
492,-0.8619622737769763
493,-0.5561820090755027
494,-0.93549025974899
495,-0.5475765973871649
496,-0.74605566338073
497,-0.93549025974899
498,-0.4390193423397659
499,-0.93549025974899
500,-0.5874944463823244
501,-0.6389659614391352
502,-0.23243658302803116
503,-0.7669235291745125
504,-0.93549025974899
505,-0.5418123487936555
506,-0.93549025974899
507,-0.5758693784224125
508,-0.1108691818594707
509,-0.7207300633535603
510,-1.5808064431460669
511,-0.93549025974899
512,-1.3173509435256463
513,-1.0411200232395021
514,-0.93549025974899
515,-0.3522715243629939
516,-0.7057222592940438
517,-0.93549025974899
518,-0.8969246375401987
519,-0.09765110417341458
520,-0.93549025974899
521,-0.93549025974899
522,-0.6164779229728659
523,-0.93549025974899
524,-0.93549025974899
525,-0.93549025974899
526,-0.6204071675616456
527,-0.93549025974899
528,-0.47368119352886495
529,-0.35764133009795185
530,-0.93549025974899
531,-0.93549025974899
532,-0.5899967914406901
533,-2.010003407233512
534,-0.93549025974899
535,-0.93549025974899
536,-0.93549025974899
537,-0.8147135822891887
538,-0.1239968568967399
539,-0.7220263971345275
540,-0.93549025974899
541,-0.8363305060551287
542,-0.858180838003566
543,-1.7847874830630488
544,-0.7351048848425012
545,-0.93549025974899
546,-0.570424270679343
547,-0.9150017749680845
548,-0.93549025974899
549,-2.076667479676935
550,-0.44951328951293945
551,-0.7119019815810645
552,-2.765457811359056
553,-0.402199893255375
554,-0.93549025974899
555,-0.93549025974899
556,-0.93549025974899
557,-2.287114785895433
558,-0.93549025974899
559,-1.0272984140467543
560,-0.93549025974899
561,-0.8326285307126557
562,-0.93549025974899
563,-0.48278992945772226
564,-0.5342958333784528
565,-1.2168375622362522
566,-0.93549025974899
567,-0.49354234638646277
568,-0.93549025974899
569,-0.6974616259473425
570,-0.93549025974899
571,-0.4804120599571964
572,-0.471637587632178
573,-0.467674955178373
574,-0.40235523140452756
575,-0.5177038416690469
576,-0.30832095890915845
577,-0.93549025974899
578,-0.6954754667902865
579,-0.20597523128348538
580,-0.93549025974899
581,-0.4450068766850319
582,-0.9041216810066999
583,-0.3869026396626687
584,-0.5768241794989724
585,-0.48489870130350277
586,-0.93549025974899
587,-0.7912192359065173
588,-0.93549025974899
589,-0.93549025974899
590,-0.93549025974899
591,-1.2373354287350171
592,-0.6350223705430498
593,-0.4672753647753307
594,-0.93549025974899
595,-0.8404008090861783
596,-0.93549025974899
597,-0.5743504404147259
598,-0.93549025974899
599,-0.5755344164990874
600,-0.7177727215928975
601,-0.8621015174217295
602,-2.0779858957368518
603,-0.93549025974899
604,-0.93549025974899
605,-0.93549025974899
606,-0.5298841801438781
607,-0.7495072959231095
608,-0.47799507968675137
609,-0.47605456348761743
610,-0.93549025974899
611,-0.93549025974899
612,-0.6764059673743237
613,-0.6034305894355213
614,-1.8180433225822128
615,-0.93549025974899
616,-0.47014638027642547
617,-0.93549025974899
618,-0.93549025974899
619,-0.2793956210088262
620,-0.93549025974899
621,-0.18508211566365063
622,-0.93549025974899
623,-0.5074082954855061
624,-0.1932855888134806
625,-0.93549025974899
626,-1.1895843872376943
627,-0.5099565840692806
628,-2.191434573134252
629,-0.5121981479413873
630,-1.736421722540955
631,-0.93549025974899
632,-2.6762032155698776
633,-0.93549025974899
634,-0.5030904142867532
635,-0.93549025974899
636,-0.5912575725520713
637,-0.6607033637062276
638,-0.9243534313329338
639,-0.5500410323598968
640,-0.7369800614957889
641,-0.6760124251652577
642,-0.051268239937746214
643,-0.93549025974899
644,-0.705053702684296
645,-0.93549025974899
646,-0.4750257343215769
647,-0.47122557238353197
648,-0.93549025974899
649,-0.93549025974899
650,-0.93549025974899
651,-0.5723128020112611
652,-0.7320962758875744
653,-0.93549025974899
654,-0.7783625861225918
655,-0.93549025974899
656,-0.49311647635854605
657,-0.93549025974899
658,-0.5025825247943723
659,-0.47226224720862797
660,-0.6705016651820905
661,-0.5139378910276537
662,-0.46287869197054654
663,-0.5164859988936166
664,-0.4072996828500647
665,-0.40342946713079186
666,-0.93549025974899
667,-0.6726601072729412
668,-0.5435694246566545
669,-0.93549025974899
670,-0.5169934099260254
671,-0.47239513975984915
672,-1.9227735524040384
673,-0.11859823528300384
674,-0.93549025974899
675,-0.5183549444033844
676,-0.5646933283202475
677,-0.973558001636917
678,-0.7191847270386749
679,-1.7123966600021152
680,-0.4808712210615892
681,-0.8234193978225512
682,-0.93549025974899
683,-0.5966070648247523
684,-1.5139509738802648
685,-1.3120299132198454
686,-0.5276584865214495
687,-0.7695851591058744
688,-0.6503042096495903
689,-0.93549025974899
690,-0.93549025974899
691,-0.93549025974899
692,-0.7723086090641296
693,-0.93549025974899
694,-0.93549025974899
695,-2.1782137054758053
696,-0.93549025974899
697,-0.93549025974899
698,-0.06509477448927692
699,-0.1838380952436549
700,-0.46715494142164016
701,-0.47776482098407425
702,-0.93549025974899
703,-0.93549025974899
704,-0.939058808228106
705,-0.5449554485644104
706,-0.93549025974899
707,-0.93549025974899
708,-0.5663176440124449
709,-1.5662346419530024
710,-0.5626544070994033
711,-0.4675586241303663
712,-0.93549025974899
713,-0.4657895311154215
714,-0.93549025974899
715,-0.5924882075877669
716,-0.93549025974899
717,-0.10985722493609432
718,-0.93549025974899
719,-1.626156446802412
720,-0.04855862691698154
721,-1.2218788445257545
722,-0.6070693375475181
723,-0.93549025974899
724,-0.4735721371086634
725,-0.93549025974899
726,-0.8866765277463973
727,-17.269808635225285
728,-0.475832925057178
729,-0.93549025974899
730,-0.93549025974899
731,-0.93549025974899
732,-0.46624905782457354
733,-0.5736826796051653
734,-0.93549025974899
735,-0.93549025974899
736,-0.93549025974899
737,-0.47154626438129144
738,-0.93549025974899
739,-0.93549025974899
740,-0.93549025974899
741,-0.4734504773064967
742,-0.49087743054950483
743,-0.5817626890977423
744,-0.93549025974899
745,-0.38428955181177926
746,-0.5931511141713219
747,-0.49418320497272505
748,-0.26417764672973343
749,-0.527050574624873
750,-1.395630679795227
751,-3.009599781863841
752,-0.93549025974899
753,-0.517985480811447
754,-1.1590599842409732
755,-0.46586233887170175
756,-0.5448249183243328
757,-0.4667242660788758
758,-1.0464798419976162
759,-0.5972175750000197
760,-0.93549025974899
761,-0.11897929254658823
762,-0.5218909943113346
763,-0.696437843701796
764,-0.93549025974899
765,-1.5343940786387127
766,-0.93549025974899
767,-0.01914289995003063
768,-0.6316511992001281
769,-0.6349740922906904
770,-0.6803613838110394
771,-0.93549025974899
772,-0.4916449167453322
773,-0.5432881355437349
774,-0.7100252814708217
775,-0.93549025974899
776,-0.6272907782239603
777,-0.93549025974899
778,-0.93549025974899
779,-0.93549025974899
780,-0.93549025974899
781,-0.1330345785460845
782,-0.6027921475866092
783,-0.5403363033411499
784,-0.8574858157004162
785,-0.93549025974899
786,-0.4881566585244812
787,-0.17964844350753717
788,-0.4657238381539606
789,-0.5572665225611804
790,-0.5071542778364599
791,-0.24687497711859097
792,-0.93549025974899
793,-0.5305376724862882
794,-0.93549025974899
795,-0.6335161060826113
796,-0.93549025974899
797,-0.634433985995658
798,-0.6071016137404115
799,-0.5343310795168748
800,-0.6008664936235508
801,-1.337491289391096
802,-0.93549025974899
803,-0.692573981232373
804,-0.7636935317863394
805,-9.70465195395126
806,-0.93549025974899
807,-0.93549025974899
808,-0.025878087373214176
809,-0.6171268129629883
810,-1.877083970836475
811,-0.93549025974899
812,-1.0200105921377443
813,-0.5260510393092113
814,-0.5747237947326078
815,-0.5586806355977658
816,-0.7727221182743325
817,-0.19474544899158452
818,-0.5190931842592961
819,-0.542428573824683
820,-3.2668582466602913
821,-0.93549025974899
822,-0.7380264207187839
823,-0.4657672396910568
824,-0.734638142384485
825,-0.93549025974899
826,-0.6671664612573522
827,-0.93549025974899
828,-0.5978479082574495
829,-0.3648213356415888
830,-0.5062379373253538
831,-0.6534978981263251
832,-0.93549025974899
833,-1.3454069072808181
834,-0.6402975312597281
835,-0.93549025974899
836,-0.535372967242953
837,-0.93549025974899
838,-0.93549025974899
839,-0.93549025974899
840,-0.5127436757089172
841,-0.47136924738908004
842,-0.8320703413546817
843,-0.93549025974899
844,-0.93549025974899
845,-0.93549025974899
846,-0.5069292184349252
847,-0.5444830584364304
848,-0.93549025974899
849,-0.8933463192207274
850,-0.93549025974899
851,-0.93549025974899
852,-0.93549025974899
853,-0.4796445242343311
854,-0.4775564863731052
855,-0.4829910408176056
856,-0.93549025974899
857,-0.93549025974899
858,-0.7901899082032049
859,-0.4667623895110311
860,-0.4976168253630977
861,-0.93549025974899
862,-0.9034773236675608
863,-0.6803678344366376
864,-0.93549025974899
865,-0.46802975064443686
866,-0.47786994138882044
867,-0.93549025974899
868,-0.8721685088699874
869,-0.93549025974899
870,-2.5471213264938797
871,-0.4980419410105732
872,-0.5060043799506992
873,-0.43392605006337037
874,-0.5817632059540281
875,-3.0180065909102325
876,-0.93549025974899
877,-0.93549025974899
878,-0.93549025974899
879,-0.24231163448425308
880,-0.4657258106632735
881,-0.7100357954321659
882,-0.7392472722145715
883,-0.7497518000407144
884,-0.9119694122152922
885,-1.0104260493455968
886,-0.6422570354061623
887,-0.8868969592363829
888,-1.0349749849358094
889,-0.93549025974899
890,-0.93549025974899
891,-0.5662935497014545
892,-0.4659068398253465
893,-0.93549025974899
894,-0.10807046720247948
895,-0.4048994963398087
896,-0.7490296997795287
897,-0.93549025974899
898,-1.4022545785664136
899,-0.93549025974899
900,-0.4819541642400421
901,-0.93549025974899
902,-0.7927585855528338
903,-0.93549025974899
904,-0.5869198728073233
905,-0.6723349588428675
906,-0.93549025974899
907,-0.6859545935074642
908,-0.93549025974899
909,-0.4691298273773623
910,-0.407230760371009
911,-0.5509070630610058
912,-0.5459397896289264
913,-0.816605029399625
914,-0.4702827006550465
915,-0.06371204946980713
916,-0.93549025974899
917,-0.8070000781393549
918,-0.42701795904124573
919,-0.4925470296567358
920,-0.93549025974899
921,-0.93549025974899
922,-0.4675254330923404
923,-0.4598565894144202
924,-0.93549025974899
925,-0.5361550373305768
926,-0.7945326315048149
927,-0.93549025974899
928,-0.93549025974899
929,-0.845251813350604
930,-0.93549025974899
931,-0.93549025974899
932,-0.5160741562435085
933,-0.93549025974899
934,-0.39963985712879335
935,-0.93549025974899
936,-0.93549025974899
937,-0.11287146375738522
938,-2.2510576355383467
939,-0.93549025974899
940,-1.3780597903409273
941,-0.6077986425671273
942,-0.40896071672008283
943,-1.658211613704239
944,-0.93549025974899
945,-0.93549025974899
946,-0.8889841536644738
947,-0.4697712519530824
948,-0.93549025974899
949,-0.49836937087151867
950,-0.93549025974899
951,-0.93549025974899
952,-1.3772391063960825
953,-0.93549025974899
954,-2.5580588579931884
955,-0.93549025974899
956,-0.8866191893909434
957,-0.6957291527112552
958,-0.93549025974899
959,-0.6800389722965168
960,-0.93549025974899
961,-0.93549025974899
962,-0.7865910791753965
963,-0.48248791632095234
964,-0.5053071384628063
965,-0.5239083289910273
966,-0.4709068590937291
967,-0.757835043426434
968,-1.4917798223962109
969,-0.6294227038870179
970,-0.8575929786253056
971,-2.2816818461809873
972,-1.925413923524566
973,-0.93549025974899
974,-0.3035181757439318
975,-0.7645181864574813
976,-0.93549025974899
977,-0.4684525516478466
978,-0.5764492473886187
979,-0.7365953086146195
980,-0.5155745254701518
981,-0.93549025974899
982,-0.93549025974899
983,-0.8672202443297081
984,-0.93549025974899
985,-0.40272137645145634
986,-0.93549025974899
987,-1.337019191557971
988,-0.17549430797139245
989,-0.5520817714421722
990,-0.687503391018442
991,-0.4801203630680484
992,-0.6491108949928179
993,-0.93549025974899
994,-1.1577638977557925
995,-0.93549025974899
996,-0.93549025974899
997,-0.466061582793814
998,-0.6354950185478447
999,-0.34232435557293883
1000,-0.8818286372388862
1001,-0.5852919117686697
1002,-0.93549025974899
1003,-0.46837862221345894
1004,-0.373484495563027
1005,-1.2955839627633523
1006,-0.9872780250007591
1007,-0.9146245435366485
1008,-0.22804010080084902
1009,-0.48423022456056586
1010,-0.6651969268743049
1011,-1.3618576619257965
1012,-1.3645932878087663
1013,-0.4700432394595962
1014,-0.8236190611478449
1015,-0.7418790640044115
1016,-0.4780236562806426
1017,-1.222296468052214
1018,-0.93549025974899
1019,-0.8712036439545603
1020,-0.6343659919828486
1021,-0.48290142196962205
1022,-0.4388454170355591
1023,-0.2882979063627791
1024,-0.93549025974899
1025,-0.471130773943272
1026,-0.6149556755527659
1027,-0.93549025974899
1028,-0.93549025974899
1029,-0.5279915691682135
1030,-0.7775991361972618
1031,-0.5996405566596881
1032,-0.93549025974899
1033,-0.93549025974899
1034,-0.5426561146243785
1035,-0.4886491729139736
1036,-0.4657827043626942
1037,-0.4706445070103662
1038,-0.93549025974899
1039,-0.7900154167673126
1040,-0.93549025974899
1041,-0.93549025974899
1042,-0.93549025974899
1043,-0.4739514064091921
1044,-0.8743572558853181
1045,-2.4817079846945944
1046,-0.9644430393301153
1047,-0.5531717321697194
1048,-0.8480191957354073
1049,-1.3335958585933785
1050,-0.93549025974899
1051,-0.8114608682320821
1052,-0.93549025974899
1053,-0.37986771845899625
1054,-0.93549025974899
1055,-0.5359678233864091
1056,-0.93549025974899
1057,-0.93549025974899
1058,-0.93549025974899
1059,-0.591145298605591
1060,-0.9663865503480356
1061,-0.93549025974899
1062,-1.1966140918710337
1063,-0.93549025974899
1064,-0.47001971937316495
1065,-0.5144376626841325
1066,-0.93549025974899
1067,-1.0889559482071949
1068,-0.49223006826777216
1069,-0.46676521182937786
1070,-0.93549025974899
1071,-1.117038589221302
1072,-0.93549025974899
1073,-0.4901892041089201
1074,-0.5359947321913427
1075,-1.7025203282609969
1076,-0.93549025974899
1077,-0.7231921643863082
1078,-1.3866753011639776
1079,-0.93549025974899
1080,-0.48144438688464597
1081,-0.93549025974899
1082,-0.4867533103903914
1083,-0.4704762631508699
1084,-0.93549025974899
1085,-0.93549025974899
1086,-0.93549025974899
1087,-0.93549025974899
1088,-0.26447812816947824
1089,-0.93549025974899
1090,-0.93549025974899
1091,-0.93549025974899
1092,-0.9476212438845621
1093,-0.7543188410373496
1094,-0.93549025974899
1095,-1.038818651559751
1096,-0.93549025974899
1097,-0.6906605252520343
1098,-0.6670881940622966
1099,-0.6437730842075897
1100,-0.93549025974899
1101,-2.72103990848575
1102,-0.6832803057936019
1103,-0.631285620769086
1104,-0.4894610762319651
1105,-0.6501112557240507
1106,-0.93549025974899
1107,-0.6337436181117528
1108,-0.9150483000471059
1109,-0.93549025974899
1110,-0.7901833235314957
1111,-0.5035288188828435
1112,-1.1267510561177563
1113,-0.93549025974899
1114,-0.8944899304010825
1115,-0.5970840632771459
1116,-0.5708708235670912
1117,-0.5185870115871993
1118,-0.93549025974899
1119,-0.93549025974899
1120,-0.4509841320407637
1121,-0.5283284556004322
1122,-0.93549025974899
1123,-0.93549025974899
1124,-0.466907330672532
1125,-0.93549025974899
1126,-0.93549025974899
1127,-0.8934599905611424
1128,-0.7107274901601457
1129,-0.5650300295665787
1130,-0.93549025974899
1131,-0.93549025974899
1132,-0.52298035901015
1133,-0.973552918491082
1134,-0.93549025974899
1135,-0.4715742263770296
1136,-0.7963122104928875
1137,-0.05644054175327051
1138,-0.9327525800169187
1139,-0.93549025974899
1140,-0.3836442852111088
1141,-0.93549025974899
1142,-0.8183969216317752
1143,-0.9070477221184525
1144,-0.93549025974899
1145,-0.93549025974899
1146,-0.93549025974899
1147,-0.93549025974899
1148,-0.93549025974899
1149,-0.4880466760486205
1150,-0.8205943982114707
1151,-0.9839441434462515
1152,-1.9359134302866199
1153,-0.8484701564814863
1154,-1.215065786875297
1155,-0.5932701864183021
1156,-0.646811828550975
1157,-0.93549025974899
1158,-0.93549025974899
1159,-0.93549025974899
1160,-0.7338378363503075
1161,-0.6285257558205348
1162,-0.93549025974899
1163,-0.09845266600550895
1164,-0.9467045182488576
1165,-1.5006637706649215
1166,-0.93549025974899
1167,-0.93549025974899
1168,-0.4703913071748944
1169,-0.5037717714136769
1170,-0.4777733969516823
1171,-0.47193800865447355
1172,-0.7925985988928961
1173,-0.93549025974899
1174,-0.93549025974899
1175,-0.5533423408179363
1176,-0.4690307914508627
1177,-0.93549025974899
1178,-0.5494521409629916
1179,-0.3043956875457352
1180,-0.5020432762104363
1181,-0.93549025974899
1182,-0.7432570784183135
1183,-0.6314317989370757
1184,-0.93549025974899
1185,-0.93549025974899
1186,-0.5812724248252779
1187,-1.8389036527880762
1188,-0.053387528188670874
1189,-0.93549025974899
1190,-0.9907445646382147
